experimento,fitness
GWO V3-STD_SINGER,40.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,40.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,38.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,40.0
GWO V3-STD_SINGER,40.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,38.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,40.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINU,40.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,40.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,40.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,38.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,40.0
GWO V3-STD_SINU,40.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,40.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,39.0
GWO V3-STD_SINU,40.0
GWO V3-STD_SINU,39.0
GWO V3-STD_TENT,41.0
GWO V3-STD_TENT,40.0
GWO V3-STD_TENT,42.0
GWO V3-STD_TENT,41.0
GWO V3-STD_TENT,39.0
GWO V3-STD_TENT,42.0
GWO V3-STD_TENT,40.0
GWO V3-STD_TENT,41.0
GWO V3-STD_TENT,40.0
GWO V3-STD_TENT,39.0
GWO V3-STD_TENT,40.0
GWO V3-STD_TENT,43.0
GWO V3-STD_TENT,41.0
GWO V3-STD_TENT,43.0
GWO V3-STD_TENT,44.0
GWO V3-STD_TENT,44.0
GWO V3-STD_TENT,40.0
GWO V3-STD_TENT,41.0
GWO V3-STD_TENT,42.0
GWO V3-STD_TENT,42.0
GWO V3-STD_TENT,40.0
GWO V3-STD_TENT,41.0
GWO V3-STD_TENT,44.0
GWO V3-STD_TENT,41.0
GWO V3-STD_TENT,40.0
GWO V3-STD_TENT,40.0
GWO V3-STD_TENT,42.0
GWO V3-STD_TENT,41.0
GWO V3-STD_TENT,40.0
GWO V3-STD_TENT,40.0
GWO V3-STD_TENT,40.0
GWO V3-STD_CIRCLE,41.0
GWO V3-STD_CIRCLE,43.0
GWO V3-STD_CIRCLE,41.0
GWO V3-STD_CIRCLE,42.0
GWO V3-STD_CIRCLE,43.0
GWO V3-STD_CIRCLE,42.0
GWO V3-STD_CIRCLE,41.0
GWO V3-STD_CIRCLE,42.0
GWO V3-STD_CIRCLE,43.0
GWO V3-STD_CIRCLE,42.0
GWO V3-STD_CIRCLE,41.0
GWO V3-STD_CIRCLE,42.0
GWO V3-STD_CIRCLE,40.0
GWO V3-STD_CIRCLE,43.0
GWO V3-STD_CIRCLE,43.0
GWO V3-STD_CIRCLE,43.0
GWO V3-STD_CIRCLE,43.0
